depth,inclination,azimuth,dx,dy,x,y,TVD
0.0,0.0008102847180850858,359.9999649164779,0.0,0.0,0.0,0.0,0.0
30.0,0.0008102847180850858,359.9999649164779,-5.510914426597387e-25,3.0000020851913116e-09,-5.510914426597387e-25,3.0000020851913116e-09,-30.0
60.0,0.0008102847180850858,359.9999649164779,-1.1021828853194774e-24,6.000004170382623e-09,-1.1021828853194774e-24,6.000004170382623e-09,-60.0
90.0,0.0008102847180850858,359.9999649164779,-1.653274327979216e-24,9.000006255573934e-09,-1.653274327979216e-24,9.000006255573934e-09,-90.0
120.0,0.0008102847180850858,359.9999649164779,-2.204365770638955e-24,1.2000008340765247e-08,-2.204365770638955e-24,1.2000008340765247e-08,-120.0
150.0,0.0008102847180850858,359.9999649164779,-2.7554572132986935e-24,1.500001042595656e-08,-2.7554572132986935e-24,1.500001042595656e-08,-150.0
180.0,0.0008102847180850858,359.9999649164779,-3.306548655958432e-24,1.8000012511147868e-08,-3.306548655958432e-24,1.8000012511147868e-08,-180.0
210.0,0.0008102847180850858,359.9999649164779,-3.8576400986181704e-24,2.100001459633918e-08,-3.8576400986181704e-24,2.100001459633918e-08,-210.0
240.0,0.0008102847180850858,359.9999649164779,-4.40873154127791e-24,2.4000016681530493e-08,-4.40873154127791e-24,2.4000016681530493e-08,-240.0
270.0,0.0008102847180850858,359.9999649164779,-4.9598229839376484e-24,2.7000018766721806e-08,-4.9598229839376484e-24,2.7000018766721806e-08,-270.0
300.0,0.0008102847180850858,359.9999649164779,-5.510914426597387e-24,3.000002085191312e-08,-5.510914426597387e-24,3.000002085191312e-08,-300.0
330.0,0.0008102847180850858,359.9999649164779,-6.062005869257126e-24,3.300002293710443e-08,-6.062005869257126e-24,3.300002293710443e-08,-330.0
360.0,0.0008102847180850858,359.9999649164779,-6.613097311916864e-24,3.6000025022295736e-08,-6.613097311916864e-24,3.6000025022295736e-08,-360.0
390.0,0.0008102847180850858,359.9999649164779,-7.164188754576602e-24,3.900002710748705e-08,-7.164188754576602e-24,3.900002710748705e-08,-390.0
420.0,0.0008102847180850858,359.9999649164779,-7.715280197236341e-24,4.200002919267836e-08,-7.715280197236341e-24,4.200002919267836e-08,-420.0
450.0,0.0008102847180850858,359.9999649164779,-8.266371639896081e-24,4.5000031277869674e-08,-8.266371639896081e-24,4.5000031277869674e-08,-450.0
480.0,0.0008102847180850858,359.9999649164779,-8.81746308255582e-24,4.8000033363060986e-08,-8.81746308255582e-24,4.8000033363060986e-08,-480.0
510.0,0.0008102847180850858,359.9999649164779,-9.368554525215558e-24,5.10000354482523e-08,-9.368554525215558e-24,5.10000354482523e-08,-510.0
540.0,0.0008102847180850858,359.9999649164779,-9.919645967875297e-24,5.400003753344361e-08,-9.919645967875297e-24,5.400003753344361e-08,-540.0
570.0,0.0008102847180850858,359.9999649164779,-1.0470737410535035e-23,5.7000039618634924e-08,-1.0470737410535035e-23,5.7000039618634924e-08,-570.0
600.0,0.0008102847180850858,359.9999649164779,-1.1021828853194774e-23,6.000004170382624e-08,-1.1021828853194774e-23,6.000004170382624e-08,-600.0
630.0,0.0008102847180850858,359.9999649164779,-1.1572920295854513e-23,6.300004378901755e-08,-1.1572920295854513e-23,6.300004378901755e-08,-630.0
660.0,0.0008102847180850858,359.9999649164779,-1.2124011738514251e-23,6.600004587420886e-08,-1.2124011738514251e-23,6.600004587420886e-08,-660.0
690.0,0.0008102847180850858,359.9999649164779,-1.267510318117399e-23,6.900004795940017e-08,-1.267510318117399e-23,6.900004795940017e-08,-690.0
720.0,0.0008102847180850858,359.9999649164779,-1.3226194623833729e-23,7.200005004459147e-08,-1.3226194623833729e-23,7.200005004459147e-08,-720.0
750.0,0.0008102847180850858,359.9999649164779,-1.3777286066493467e-23,7.500005212978279e-08,-1.3777286066493467e-23,7.500005212978279e-08,-750.0
780.0,0.0008102847180850858,359.9999649164779,-1.4328377509153204e-23,7.80000542149741e-08,-1.4328377509153204e-23,7.80000542149741e-08,-780.0
810.0,0.0008102847180850858,359.9999649164779,-1.4879468951812944e-23,8.100005630016541e-08,-1.4879468951812944e-23,8.100005630016541e-08,-810.0
840.0,0.0008102847180850858,359.9999649164779,-1.5430560394472682e-23,8.400005838535672e-08,-1.5430560394472682e-23,8.400005838535672e-08,-840.0
870.0,0.0008102847180850858,359.9999649164779,-1.5981651837132422e-23,8.700006047054804e-08,-1.5981651837132422e-23,8.700006047054804e-08,-870.0
900.0,0.0008102847180850858,359.9999649164779,-1.6532743279792162e-23,9.000006255573935e-08,-1.6532743279792162e-23,9.000006255573935e-08,-900.0
930.0,0.0008102847180850858,359.9999649164779,-1.70838347224519e-23,9.300006464093066e-08,-1.70838347224519e-23,9.300006464093066e-08,-930.0
960.0,0.0008102847180850858,359.9999649164779,-1.763492616511164e-23,9.600006672612197e-08,-1.763492616511164e-23,9.600006672612197e-08,-960.0
990.0,0.0008102847180850858,359.9999649164779,-1.8186017607771376e-23,9.900006881131328e-08,-1.8186017607771376e-23,9.900006881131328e-08,-990.0
1020.0,0.0008102847180850858,359.9999649164779,-1.8737109050431116e-23,1.020000708965046e-07,-1.8737109050431116e-23,1.020000708965046e-07,-1020.0
1050.0,0.0008102847180850858,359.9999649164779,-1.9288200493090853e-23,1.0500007298169591e-07,-1.9288200493090853e-23,1.0500007298169591e-07,-1050.0
1080.0,0.0008102847180850858,359.9999649164779,-1.9839291935750594e-23,1.0800007506688722e-07,-1.9839291935750594e-23,1.0800007506688722e-07,-1080.0
1110.0,0.0008102847180850858,359.9999649164779,-2.039038337841033e-23,1.1100007715207853e-07,-2.039038337841033e-23,1.1100007715207853e-07,-1110.0
1140.0,0.0008102847180850858,359.9999649164779,-2.094147482107007e-23,1.1400007923726985e-07,-2.094147482107007e-23,1.1400007923726985e-07,-1140.0
1170.0,0.0008102847180850858,359.9999649164779,-2.1492566263729808e-23,1.1700008132246115e-07,-2.1492566263729808e-23,1.1700008132246115e-07,-1170.0
1200.0,0.0008102847180850858,359.9999649164779,-2.2043657706389548e-23,1.2000008340765247e-07,-2.2043657706389548e-23,1.2000008340765247e-07,-1200.0
1230.0,0.0008102847180850858,359.9999649164779,-2.2594749149049285e-23,1.2300008549284378e-07,-2.2594749149049285e-23,1.2300008549284378e-07,-1230.0
1260.0,0.0008102847180850858,359.9999649164779,-2.3145840591709025e-23,1.260000875780351e-07,-2.3145840591709025e-23,1.260000875780351e-07,-1260.0
1290.0,0.0008102847180850858,359.9999649164779,-2.3696932034368763e-23,1.290000896632264e-07,-2.3696932034368763e-23,1.290000896632264e-07,-1290.0
1320.0,0.0008102847180850858,359.9999649164779,-2.4248023477028503e-23,1.3200009174841772e-07,-2.4248023477028503e-23,1.3200009174841772e-07,-1320.0
1350.0,0.0008102847180850858,359.9999649164779,-2.479911491968824e-23,1.3500009383360903e-07,-2.479911491968824e-23,1.3500009383360903e-07,-1350.0
1380.0,0.0008102847180850858,359.9999649164779,-2.535020636234798e-23,1.3800009591880035e-07,-2.535020636234798e-23,1.3800009591880035e-07,-1380.0
1410.0,0.0008102847180850858,359.9999649164779,-2.5901297805007717e-23,1.4100009800399163e-07,-2.5901297805007717e-23,1.4100009800399163e-07,-1410.0
1440.0,0.0008102847180850858,359.9999649164779,-2.6452389247667457e-23,1.4400010008918295e-07,-2.6452389247667457e-23,1.4400010008918295e-07,-1440.0
1470.0,0.7326889410572761,270.000000448025,-0.04684688587140345,1.4700008219663858e-07,-0.04684688587140345,1.4700008219663858e-07,-1469.9998003088383
1500.0,3.732688941057191,270.0000000878231,-1.2154507417259097,1.4999746419982257e-07,-1.2154507417259097,1.4999746419982257e-07,-1499.9736016536651
1530.0,6.7326889410572335,270.0000000485346,-3.9511606222278943,1.5298462210269943e-07,-3.9511606222278943,1.5298462210269943e-07,-1529.8451649452102
1560.0,9.732688941057233,270.00000003340466,-8.246478136751689,1.559533683130923e-07,-8.246478136751689,1.559533683130923e-07,-1559.5326143048383
1590.0,12.73268894105722,270.0000000253567,-14.089630118553815,1.588955657039934e-07,-14.089630118553815,1.588955657039934e-07,-1588.954578497404
1620.0,15.732688941057205,270.0000000203391,-21.46460089420478,1.6180314991686395e-07,-21.46460089420478,1.6180314991686395e-07,-1618.0304139641512
1650.0,18.73268894105722,270.00000001689557,-30.351176181436397,1.6466815146548017e-07,-30.351176181436397,1.6466815146548017e-07,-1646.680425861102
1680.0,21.73268894105722,270.00000001437394,-40.72499849508463,1.674827175797411e-07,-40.72499849508463,1.674827175797411e-07,-1674.8260864970848
1710.0,24.73268894105722,270.0000000124383,-52.55763390926332,1.7023913372956568e-07,-52.55763390926332,1.7023913372956568e-07,-1702.3902505726774
1740.0,27.732688941057226,270.00000001089813,-65.8166499927786,1.7292984476988332e-07,-65.8166499927786,1.7292984476988332e-07,-1729.2973666301098
1770.0,30.732688941057205,270.0000000096372,-80.46570470416843,1.755474756487616e-07,-80.46570470416843,1.755474756487616e-07,-1755.4736841345596
1800.0,33.73268894105722,270.0000000085805,-96.46464600271236,1.780848516219108e-07,-96.46464600271236,1.780848516219108e-07,-1780.8474556192405
1830.0,36.73268894105722,270.00000000767767,-113.76962190238366,1.805350179181593e-07,-113.76962190238366,1.805350179181593e-07,-1805.3491333402221
1860.0,39.73268894105722,270.0000000068933,-132.33320066709553,1.8289125880199811e-07,-132.33320066709553,1.8289125880199811e-07,-1828.9115599019624
1890.0,42.73268894105722,270.00000000620196,-152.10450081779248,1.8514711598094492e-07,-152.10450081779248,1.8514711598094492e-07,-1851.4701523310591
1920.0,44.99999999999999,270.0000000057296,-172.99634604734496,1.8729973301101153e-07,-172.99634604734496,1.8729973301101153e-07,-1872.996346047345
1950.0,44.99999999999999,270.0000000057296,-194.20954948294138,1.8942105093222187e-07,-194.20954948294138,1.8942105093222187e-07,-1894.2095494829416
1980.0,44.99999999999999,270.0000000057296,-215.4227529185378,1.9154236885343214e-07,-215.4227529185378,1.9154236885343214e-07,-1915.422752918538
2010.0,44.99999999999999,270.0000000057296,-236.63595635413424,1.9366368677464245e-07,-236.63595635413424,1.9366368677464245e-07,-1936.6359563541344
2040.0,44.99999999999999,270.0000000057296,-257.84915978973066,1.9578500469585278e-07,-257.84915978973066,1.9578500469585278e-07,-1957.8491597897307
2070.0,44.99999999999999,270.0000000057296,-279.0623632253271,1.9790632261706308e-07,-279.0623632253271,1.9790632261706308e-07,-1979.0623632253273
2100.0,44.99999999999999,270.0000000057296,-300.2755666609236,2.0002764053827338e-07,-300.2755666609236,2.0002764053827338e-07,-2000.2755666609237
2130.0,44.99999999999999,270.0000000057296,-321.48877009651994,2.0214895845948366e-07,-321.48877009651994,2.0214895845948366e-07,-2021.48877009652
2160.0,44.99999999999999,270.0000000057296,-342.7019735321164,2.0427027638069397e-07,-342.7019735321164,2.0427027638069397e-07,-2042.7019735321164
2190.0,44.99999999999999,270.0000000057296,-363.9151769677128,2.063915943019043e-07,-363.9151769677128,2.063915943019043e-07,-2063.915176967713
2220.0,44.99999999999999,270.0000000057296,-385.1283804033093,2.0851291222311457e-07,-385.1283804033093,2.0851291222311457e-07,-2085.128380403309
2250.0,44.99999999999999,270.0000000057296,-406.34158383890565,2.1063423014432493e-07,-406.34158383890565,2.1063423014432493e-07,-2106.341583838906
2280.0,44.99999999999999,270.0000000057296,-427.5547872745021,2.1275554806553523e-07,-427.5547872745021,2.1275554806553523e-07,-2127.5547872745024
2310.0,44.99999999999999,270.0000000057296,-448.7679907100985,2.148768659867455e-07,-448.7679907100985,2.148768659867455e-07,-2148.7679907100987
2340.0,44.99999999999999,270.0000000057296,-469.98119414569493,2.1699818390795584e-07,-469.98119414569493,2.1699818390795584e-07,-2169.981194145695
2370.0,44.99999999999999,270.0000000057296,-491.19439758129135,2.1911950182916615e-07,-491.19439758129135,2.1911950182916615e-07,-2191.1943975812915
2400.0,44.99999999999999,270.0000000057296,-512.4076010168878,2.2124081975037642e-07,-512.4076010168878,2.2124081975037642e-07,-2212.407601016888
2430.0,44.99999999999999,270.0000000057296,-533.6208044524842,2.2336213767158673e-07,-533.6208044524842,2.2336213767158673e-07,-2233.620804452484
2460.0,44.99999999999999,270.0000000057296,-554.8340078880806,2.2548345559279703e-07,-554.8340078880806,2.2548345559279703e-07,-2254.8340078880806
2490.0,44.99999999999999,270.0000000057296,-576.0472113236771,2.276047735140074e-07,-576.0472113236771,2.276047735140074e-07,-2276.0472113236774
2520.0,44.99999999999999,270.0000000057296,-597.2604147592735,2.297260914352177e-07,-597.2604147592735,2.297260914352177e-07,-2297.2604147592738
2550.0,44.99999999999999,270.0000000057296,-618.4736181948699,2.3184740935642797e-07,-618.4736181948699,2.3184740935642797e-07,-2318.47361819487
2580.0,44.99999999999999,270.0000000057296,-639.6868216304663,2.3396872727763827e-07,-639.6868216304663,2.3396872727763827e-07,-2339.6868216304665
2610.0,44.99999999999999,270.0000000057296,-660.9000250660629,2.3609004519884858e-07,-660.9000250660629,2.3609004519884858e-07,-2360.900025066063
2640.0,44.99999999999999,270.0000000057296,-682.1132285016593,2.3821136312005888e-07,-682.1132285016593,2.3821136312005888e-07,-2382.1132285016593
2665.295714840022,44.99999999999999,270.0000000057296,-699.9999999999999,2.4000003822739103e-07,-699.9999999999999,2.4000003822739103e-07,-2400.0
